symbol,company_name,index_name,action,announcement_date,effective_date,source_url
ABLBL,Aditya Birla Lifestyle Brands Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BAYERCROP,Bayer Cropscience Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BIKAJI,Bikaji Foods International Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BLUEDART,Blue Dart Express Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BLUEJET,Blue Jet Healthcare Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BBTC,Bombay Burmah Trading Corporation Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BSE,BSE Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
MAPMYINDIA,C.E. Info Systems Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CHALET,Chalet Hotels Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
DCMSHRIRAM,DCM Shriram Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ERIS,Eris Lifesciences Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
GODIGIT,Go Digit General Insurance Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
POWERINDIA,Hitachi Energy India Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
INDGN,Indegene Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
JSWDULUX,JSW Dulux Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
JUBLPHARMA,Jubilant Pharmova Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
LATENTVIEW,Latent View Analytics Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
THELEELA,Leela Palaces Hotels & Resorts Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
NEWGEN,Newgen Software Technologies Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
NIVABUPA,Niva Bupa Health Insurance Company Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
PFIZER,Pfizer Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
POLYCAB,Polycab India Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SAPPHIRE,Sapphire Foods India Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SAREGAMA,Saregama India Ltd,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SBFC,SBFC Finance Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SONATSOFTW,Sonata Software Ltd.,Nifty MidSmallcap 400,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AETHER,Aether Industries Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AVANTIFEED,Avanti Feeds Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AZAD,Azad Engineering Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BAGMANE,Bagmane Prime Office REIT,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BHARATCOAL,Bharat Coking Coal Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BBOX,Black Box Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BIRET,Brookfield India Real Estate Trust,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CMPDI,Central Mine Planning & Design Institute Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CLEANMAX,Clean Max Enviro Energy Solutions Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CUPID,Cupid Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
EMBASSY,Embassy Office Parks REIT,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
FRACTAL,Fractal Analytics Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
INDHOTEL,Indian Hotels Co. Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
INOXINDIA,INOX India Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
KIRLOSBROS,Kirloskar Brothers Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
KSB,KSB Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
LODHA,Lodha Developers Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
MTARTECH,MTAR Technologies Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
PRIVISCL,Privi Speciality Chemicals Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
RECLTD,REC Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
RUBICON,Rubicon Research Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SANSERA,Sansera Engineering Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SHREECEM,Shree Cement Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SHRIPISTON,SPR Auto Technologies Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
STLTECH,Sterlite Technologies Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
TDPOWERSYS,TD Power Systems Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
THANGAMAYL,Thangamayil Jewellery Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
UNITDSPR,United Spirits Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
VISL,Vedanta Iron and Steel Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
VOGL,Vedanta Oil and Gas Ltd.,Nifty MidSmallcap 400,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ALKEM,Alkem Laboratories Ltd.,Nifty Midcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BSE,BSE Ltd.,Nifty Midcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
COROMANDEL,Coromandel International Ltd.,Nifty Midcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
POWERINDIA,Hitachi Energy India Ltd.,Nifty Midcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
HUDCO,Housing & Urban Development Corporation Ltd.,Nifty Midcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
KPITTECH,KPIT Technologies Ltd.,Nifty Midcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
POLYCAB,Polycab India Ltd.,Nifty Midcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
TATAELXSI,Tata Elxsi Ltd.,Nifty Midcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
TATAINVEST,Tata Investment Corporation Ltd.,Nifty Midcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
IDEA,Vodafone Idea Ltd.,Nifty Midcap 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
APARINDS,Apar Industries Ltd.,Nifty Midcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
MAHABANK,Bank of Maharashtra,Nifty Midcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
HINDCOPPER,Hindustan Copper Ltd.,Nifty Midcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
INDHOTEL,Indian Hotels Co. Ltd.,Nifty Midcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
LICI,Life Insurance Corporation of India,Nifty Midcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
LODHA,Lodha Developers Ltd.,Nifty Midcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
MEESHO,Meesho Ltd.,Nifty Midcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
NLCINDIA,NLC India Ltd.,Nifty Midcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
RECLTD,REC Ltd.,Nifty Midcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
UNITDSPR,United Spirits Ltd.,Nifty Midcap 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
3MINDIA,3M India Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ACC,ACC Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
APOLLOTYRE,Apollo Tyres Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AWL,AWL Agri Business Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BSE,BSE Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
POWERINDIA,Hitachi Energy India Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
HONAUT,Honeywell Automation India Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
KPITTECH,KPIT Technologies Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
POLYCAB,Polycab India Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SJVN,SJVN Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
TATAELXSI,Tata Elxsi Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
NIACL,The New India Assurance Company Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
IDEA,Vodafone Idea Ltd.,Nifty Midcap 150,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ASTERDM,Aster DM Quality Care Ltd.,Nifty Midcap 150,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
EMBASSY,Embassy Office Parks REIT,Nifty Midcap 150,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
FACT,Fertilisers and Chemicals Travancore Ltd.,Nifty Midcap 150,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ALKEM,Alkem Laboratories Ltd.,Nifty Midcap 50,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
GVT&D,GE Vernova T&D India Ltd.,Nifty Midcap 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
GLENMARK,Glenmark Pharmaceuticals Ltd.,Nifty Midcap 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
INDHOTEL,Indian Hotels Co. Ltd.,Nifty Midcap 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
JSWENERGY,JSW Energy Ltd.,Nifty Midcap 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
NATIONALUM,National Aluminium Co. Ltd.,Nifty Midcap 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
RECLTD,REC Ltd.,Nifty Midcap 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
UNITDSPR,United Spirits Ltd.,Nifty Midcap 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
VMM,Vishal Mega Mart Ltd.,Nifty Midcap 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
AUBANK,AU Small Finance Bank Ltd.,Nifty Midcap Liquid 15,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BSE,BSE Ltd.,Nifty Midcap Liquid 15,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
COFORGE,Coforge Ltd.,Nifty Midcap Liquid 15,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
FORTIS,Fortis Healthcare Ltd.,Nifty Midcap Liquid 15,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BHARATFORG,Bharat Forge Ltd.,Nifty Midcap Liquid 15,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BHEL,Bharat Heavy Electricals Ltd.,Nifty Midcap Liquid 15,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
GVT&D,GE Vernova T&D India Ltd.,Nifty Midcap Liquid 15,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
POLICYBZR,PB Fintech Ltd.,Nifty Midcap Liquid 15,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BSE,BSE Ltd.,Nifty Midcap Select,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
FORTIS,Fortis Healthcare Ltd.,Nifty Midcap Select,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
HINDPETRO,Hindustan Petroleum Corporation Ltd.,Nifty Midcap Select,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
POLYCAB,Polycab India Ltd.,Nifty Midcap Select,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
FEDERALBNK,Federal Bank Ltd.,Nifty Midcap Select,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
GVT&D,GE Vernova T&D India Ltd.,Nifty Midcap Select,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
INDHOTEL,Indian Hotels Co. Ltd.,Nifty Midcap Select,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
MCX,Multi Commodity Exchange of India Ltd.,Nifty Midcap Select,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,Nifty Mobility,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
DELHIVERY,Delhivery Ltd.,Nifty Mobility,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
NORTHARC,Northern Arc Capital Ltd.,Nifty NBFC,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
PAISALO,Paisalo Digital Ltd.,Nifty NBFC,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ABBOTINDIA,Abbott India Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ACC,ACC Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ATGL,Adani Total Gas Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
BERGEPAINT,Berger Paints India Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
CONCOR,Container Corporation of India Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
GODREJPROP,Godrej Properties Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
JUBLFOOD,Jubilant Foodworks Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
LICHSGFIN,LIC Housing Finance Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
LICI,Life Insurance Corporation of India,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
OFSS,Oracle Financial Services Software Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
PAGEIND,Page Industries Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
PETRONET,Petronet LNG Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
PIIND,PI Industries Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SBICARD,SBI Cards and Payment Services Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SUPREMEIND,Supreme Industries Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
THERMAX,Thermax Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
UBL,United Breweries Ltd.,Nifty Next 100,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
COFORGE,Coforge Ltd.,Nifty Next 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
DIXON,Dixon Technologies (India) Ltd.,Nifty Next 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
EMBASSY,Embassy Office Parks REIT,Nifty Next 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
FORTIS,Fortis Healthcare Ltd.,Nifty Next 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
GVT&D,GE Vernova T&D India Ltd.,Nifty Next 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
HEROMOTOCO,Hero MotoCorp Ltd.,Nifty Next 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
POWERINDIA,Hitachi Energy India Ltd.,Nifty Next 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
IDFCFIRSTB,IDFC First Bank Ltd.,Nifty Next 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
INDUSINDBK,IndusInd Bank Ltd.,Nifty Next 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
LAURUSLABS,Laurus Labs Ltd.,Nifty Next 100,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
INDHOTEL,Indian Hotels Co. Ltd.,Nifty Next 50,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
LODHA,Lodha Developers Ltd.,Nifty Next 50,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
RECLTD,REC Ltd.,Nifty Next 50,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
SHREECEM,Shree Cement Ltd.,Nifty Next 50,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
UNITDSPR,United Spirits Ltd.,Nifty Next 50,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
POWERINDIA,Hitachi Energy India Ltd.,Nifty Next 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
POLYCAB,Polycab India Ltd.,Nifty Next 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
VAML,Vedanta Aluminium Metal Ltd.,Nifty Next 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
IDEA,Vodafone Idea Ltd.,Nifty Next 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
WIPRO,Wipro Ltd.,Nifty Next 50,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,Nifty Non-Cyclical Consumer,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
JUBLFOOD,Jubilant Foodworks Ltd.,Nifty Non-Cyclical Consumer,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
LENSKART,Lenskart Solutions Ltd.,Nifty Non-Cyclical Consumer,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
IDEA,Vodafone Idea Ltd.,Nifty Non-Cyclical Consumer,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,Nifty PSE,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
RVNL,Rail Vikas Nigam Ltd.,Nifty PSE,excluded,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
NATIONALUM,National Aluminium Co. Ltd.,Nifty PSE,included,2026-08-10,"September 30, 2026",https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf
