symbol,company_name,index_name,action,announcement_date,effective_date,source_url
DRL,Dhanuka Realty Ltd.,Nifty SME Emerge,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AGUL,A G Universal Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AGARWALFT,Agarwal Float Glass India Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AMBANIORG,Ambani Organics Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ARISTO,Aristo Bio-Tech and Lifescience Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
DENEERS,De Neers Tools Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
GRCL,Gayatri Rubbers And Chemicals Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
INFINIUM,Infinium Pharmachem Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
JAKHARIA,Jakharia Fabric Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
LRRPL,Lead Reclaim And Rubber Products Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MCON,Mcon Rasayan India Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MOS,Mos Utility Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
NIRMAN,Nirman Agri Gentics Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PARIN,Parin Furniture Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PATTECH,Pattech Fitwell Tube Components Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
QFIL,Quality Foils (India) Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
QUICKTOUCH,Quicktouch Technologies Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SHERA,Shera Energy Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SOTAC,Sotac Pharmaceuticals Ltd.,Nifty SME Emerge,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
DCMSHRIRAM,DCM Shriram Ltd.,Nifty Smallcap250 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
GALAXYSURF,Galaxy Surfactants Ltd.,Nifty Smallcap250 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
JAMNAAUTO,Jamna Auto Industries Ltd.,Nifty Smallcap250 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
KPITTECH,KPIT Technologies Ltd.,Nifty Smallcap250 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
RALLIS,Rallis India Ltd.,Nifty Smallcap250 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
TCIEXP,TCI Express Ltd.,Nifty Smallcap250 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
TCI,Transport Corporation of India Ltd.,Nifty Smallcap250 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
VAIBHAVGBL,Vaibhav Global Ltd.,Nifty Smallcap250 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
VGUARD,V-Guard Industries Ltd.,Nifty Smallcap250 Quality 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ECLERX,eClerx Services Ltd.,Nifty Smallcap250 Quality 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AMBUJACEM,Ambuja Cements Ltd.,Nifty100 Alpha 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
NTPC,NTPC Ltd.,Nifty100 Alpha 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
POWERGRID,Power Grid Corporation of India Ltd.,Nifty100 Alpha 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
DLF,DLF Ltd.,Nifty100 Alpha 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
TORNTPHARM,Torrent Pharmaceuticals Ltd.,Nifty100 Alpha 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ULTRACEMCO,UltraTech Cement Ltd.,Nifty100 Alpha 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BANDHANBNK,Bandhan Bank Ltd.,Nifty100 ESG,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BIOCON,Biocon Ltd.,Nifty100 ESG,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
GLAND,Gland Pharma Ltd.,Nifty100 ESG,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MPHASIS,MphasiS Ltd.,Nifty100 ESG,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PAYTM,One 97 Communications Ltd.,Nifty100 ESG,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ABB,ABB India Ltd.,Nifty100 ESG,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BANKBARODA,Bank of Baroda,Nifty100 ESG,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
CANBK,Canara Bank,Nifty100 ESG,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PAGEIND,Page Industries Ltd.,Nifty100 ESG,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
VBL,Varun Beverages Ltd.,Nifty100 ESG,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BIOCON,Biocon Ltd.,Nifty100 ESG Sector Leaders,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
IOC,Indian Oil Corporation Ltd.,Nifty100 ESG Sector Leaders,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
NESTLEIND,Nestle India Ltd.,Nifty100 ESG Sector Leaders,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
RELIANCE,Reliance Industries Ltd.,Nifty100 ESG Sector Leaders,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ABB,ABB India Ltd.,Nifty100 ESG Sector Leaders,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PAGEIND,Page Industries Ltd.,Nifty100 ESG Sector Leaders,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BANDHANBNK,Bandhan Bank Ltd.,Nifty100 Enhanced ESG,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BIOCON,Biocon Ltd.,Nifty100 Enhanced ESG,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MPHASIS,MphasiS Ltd.,Nifty100 Enhanced ESG,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PAYTM,One 97 Communications Ltd.,Nifty100 Enhanced ESG,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
RELIANCE,Reliance Industries Ltd.,Nifty100 Enhanced ESG,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ABB,ABB India Ltd.,Nifty100 Enhanced ESG,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
CANBK,Canara Bank,Nifty100 Enhanced ESG,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PAGEIND,Page Industries Ltd.,Nifty100 Enhanced ESG,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
VBL,Varun Beverages Ltd.,Nifty100 Enhanced ESG,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
HDFCLIFE,HDFC Life Insurance Company Ltd.,Nifty100 Low Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
TECHM,Tech Mahindra Ltd.,Nifty100 Low Volatility 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ICICIBANK,ICICI Bank Ltd.,Nifty100 Low Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
TORNTPHARM,Torrent Pharmaceuticals Ltd.,Nifty100 Low Volatility 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BAJFINANCE,Bajaj Finance Ltd.,Nifty100 Quality 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PAGEIND,Page Industries Ltd.,Nifty100 Quality 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
COALINDIA,Coal India Ltd.,Nifty200 Alpha 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ICICIBANK,ICICI Bank Ltd.,Nifty200 Alpha 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
M&M,Mahindra & Mahindra Ltd.,Nifty200 Alpha 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MRF,MRF Ltd.,Nifty200 Alpha 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
NTPC,NTPC Ltd.,Nifty200 Alpha 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ASTRAL,Astral Ltd.,Nifty200 Alpha 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
DALBHARAT,Cholamandalam Investment and Finance Company Ltd. CHOLAFIN 3 Dalmia Bharat Ltd.,Nifty200 Alpha 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
GODREJCP,Godrej Consumer Products Ltd.,Nifty200 Alpha 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
RECLTD,REC Ltd.,Nifty200 Alpha 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ADANIENT,Adani Enterprises Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AMBUJACEM,Ambuja Cements Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BHEL,Bharat Heavy Electricals Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BHARTIARTL,Bharti Airtel Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
CANBK,Canara Bank,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
COALINDIA,Coal India Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
EICHERMOT,Eicher Motors Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ESCORTS,Escorts Kubota Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
FEDERALBNK,Federal Bank Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ICICIBANK,ICICI Bank Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
JINDALSTEL,Jindal Steel & Power Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
M&M,Mahindra & Mahindra Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
NTPC,NTPC Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
PIDILITIND,Pidilite Industries Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SBIN,State Bank of India,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,Nifty200 Momentum 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
APOLLOTYRE,Apollo Tyres Ltd.,Nifty200 Momentum 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
ASTRAL,Astral Ltd.,Nifty200 Momentum 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AUROPHARMA,Aurobindo Pharma Ltd.,Nifty200 Momentum 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BAJAJ-AUTO,Bajaj Auto Ltd.,Nifty200 Momentum 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
IEX,Indian Energy Exchange Ltd.,Nifty200 Quality 30,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
HDFCAMC,HDFC Asset Management Company Ltd.,Nifty200 Quality 30,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
AETHER,Aether Industries Ltd.,Nifty500 Shariah,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
EIDPARRY,E.I.D. Parry (India) Ltd.,Nifty500 Value 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
MGL,Mahanagar Gas Ltd.,Nifty500 Value 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
POLYPLEX,Polyplex Corporation Ltd.,Nifty500 Value 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SHRIRAMFIN,Shriram Finance Ltd.,Nifty500 Value 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
TV18BRDCST,TV18 Broadcast Ltd.,Nifty500 Value 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
VTL,Vardhman Textiles Ltd.,Nifty500 Value 50,excluded,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
BCG,Brightcom Group Ltd.,Nifty500 Value 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
GSPL,Gujarat State Petronet Ltd.,Nifty500 Value 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
JMFINANCIL,JM Financial Ltd.,Nifty500 Value 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
NMDC,NMDC Ltd.,Nifty500 Value 50,included,2023-06-09,"June 30, 2023",https://www.niftyindices.com/Press_Release/ind_prs09062023.pdf
SRIRAM,Shri Ram Switchgears Ltd.,,excluded,2023-06-28,"July 03, 2023",https://www.niftyindices.com/Press_Release/ind_prs28062023.pdf
HDFC,Housing Development Finance Corporation Ltd.,Nifty 100,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
JINDALSTEL,Jindal Steel & Power Ltd.,Nifty 100,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
HDFC,Housing Development Finance Corporation Ltd.,Nifty 200,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
MANKIND,Mankind Pharma Ltd.,Nifty 200,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
HDFC,Housing Development Finance Corporation Ltd.,Nifty 50,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
LTIM,LTIMindtree Ltd.,Nifty 50,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
HDFC,Housing Development Finance Corporation Ltd.,Nifty 500,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
MANKIND,Mankind Pharma Ltd.,Nifty 500,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
HDFC,Housing Development Finance Corporation Ltd.,Nifty Core Housing,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
BRIGADE,Brigade Enterprises Ltd.,Nifty Core Housing,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
HDFC,Housing Development Finance Corporation Ltd.,Nifty Financial Services,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
LICHSGFIN,LIC Housing Finance Ltd.,Nifty Financial Services,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
HDFC,Housing Development Finance Corporation Ltd.,Nifty Financial Services Ex-Bank,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
POONAWALLA,Poonawalla Fincorp Ltd.,Nifty Financial Services Ex-Bank,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
HDFC,Housing Development Finance Corporation Ltd.,Nifty High Beta 50,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
AMBUJACEM,Ambuja Cements Ltd.,Nifty High Beta 50,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
HDFC,Housing Development Finance Corporation Ltd.,Nifty Housing,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
PHOENIXLTD,Phoenix Mills Ltd.,Nifty Housing,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
HDFC,Housing Development Finance Corporation Ltd.,Nifty LargeMidcap 250,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
MANKIND,Mankind Pharma Ltd.,Nifty LargeMidcap 250,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
JINDALSTEL,Jindal Steel & Power Ltd.*,Nifty MidSmallcap 400,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
MANKIND,Mankind Pharma Ltd.,Nifty MidSmallcap 400,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
JINDALSTEL,Jindal Steel & Power Ltd.*,Nifty Midcap 100,excluded,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
MANKIND,Mankind Pharma Ltd.,Nifty Midcap 100,included,2023-07-04,"July 13, 2023",https://www.niftyindices.com/Press_Release/ind_prs04072023.pdf
