date,reserve_type,currency,value
2001-05-01,Gold,US $ Millions,2816.0
2001-05-01,SDRs,₹ Crores,20.0
2001-05-01,SDRs,US $ Millions,4.0
2001-05-01,Total,₹ Crores,202015.0
2001-05-01,Total,US $ Millions,42991.0
2000-11-01,SDRs,US $ Millions,2.0
2000-05-01,SDRs,₹ Crores,8.0
1999-11-01,Gold,US $ Millions,3038.0
1999-11-01,SDRs,₹ Crores,18.0
1999-11-01,SDRs,US $ Millions,4.0
2002-11-01,Gold,₹ Crores,15942.0
1999-05-01,Gold,US $ Millions,2860.0
2025-06-01,Foreign Currency Assets,₹ Crores,5071165.02
2025-06-01,Foreign Currency Assets,US $ Millions,591354.36
2025-06-01,Gold,₹ Crores,714410.1
2025-06-01,Gold,US $ Millions,83308.18
2025-06-01,Reserve Tranche Position,₹ Crores,39608.65
2025-06-01,Reserve Tranche Position,US $ Millions,4630.21
2025-06-01,SDRs,SDRs Millions,13707.08
2025-06-01,SDRs,₹ Crores,161434.15
2025-06-01,SDRs,US $ Millions,18825.02
2025-06-01,Total,₹ Crores,5986617.92
2025-06-01,Total,US $ Millions,698117.77
2025-05-01,Foreign Currency Assets,₹ Crores,5004646.85
2025-05-01,Foreign Currency Assets,US $ Millions,584898.97
2025-05-01,Gold,₹ Crores,713761.25
2025-05-01,Gold,US $ Millions,83418.11
2025-05-01,Reserve Tranche Position,₹ Crores,37570.56
2025-05-01,Reserve Tranche Position,US $ Millions,4395.36
2025-05-01,SDRs,SDRs Millions,13707.08
2025-05-01,SDRs,₹ Crores,159119.91
2025-05-01,SDRs,US $ Millions,18596.53
2025-05-01,Total,₹ Crores,5915098.57
2025-05-01,Total,US $ Millions,691308.97
2025-04-01,Foreign Currency Assets,₹ Crores,4911021.92
2025-04-01,Foreign Currency Assets,US $ Millions,581194.97
2025-04-01,Gold,₹ Crores,710785.91
2025-04-01,Gold,US $ Millions,84117.97
2025-04-01,Reserve Tranche Position,₹ Crores,38405.6
2025-04-01,Reserve Tranche Position,US $ Millions,4515.46
2025-04-01,SDRs,SDRs Millions,13705.95
2025-04-01,SDRs,₹ Crores,157167.08
2025-04-01,SDRs,US $ Millions,18599.94
2025-04-01,Total,₹ Crores,5817380.51
2025-04-01,Total,US $ Millions,688428.34
2025-03-01,Foreign Currency Assets,₹ Crores,4850833.99
2025-03-01,Foreign Currency Assets,US $ Millions,567557.44
2025-03-01,Gold,₹ Crores,668162.34
2025-03-01,Gold,US $ Millions,78176.35
2025-03-01,Reserve Tranche Position,₹ Crores,37855.07
2025-03-01,Reserve Tranche Position,US $ Millions,4423.28
2025-03-01,SDRs,SDRs Millions,13705.95
2025-03-01,SDRs,₹ Crores,155289.18
2025-03-01,SDRs,US $ Millions,18169.15
2025-03-01,Total,₹ Crores,5712140.58
2025-03-01,Total,US $ Millions,668326.22
2025-02-01,Foreign Currency Assets,₹ Crores,4754944.49
2025-02-01,Foreign Currency Assets,US $ Millions,543349.57
2025-02-01,Gold,₹ Crores,641217.97
2025-02-01,Gold,US $ Millions,73272.26
2025-02-01,Reserve Tranche Position,₹ Crores,35646.12
2025-02-01,Reserve Tranche Position,US $ Millions,4078.48
2025-02-01,SDRs,SDRs Millions,13705.95
2025-02-01,SDRs,₹ Crores,157504.43
2025-02-01,SDRs,US $ Millions,17998.1
2025-02-01,Total,₹ Crores,5589313.01
2025-02-01,Total,US $ Millions,638698.41
2025-01-01,Foreign Currency Assets,₹ Crores,4656917.48
2025-01-01,Foreign Currency Assets,US $ Millions,537684.48
2025-01-01,Gold,₹ Crores,614007.14
2025-01-01,Gold,US $ Millions,70892.84
2025-01-01,Reserve Tranche Position,₹ Crores,35874.71
2025-01-01,Reserve Tranche Position,US $ Millions,4140.6
2025-01-01,SDRs,SDRs Millions,13704.73
2025-01-01,SDRs,₹ Crores,154941.77
2025-01-01,SDRs,US $ Millions,17889.47
2025-01-01,Total,₹ Crores,5461741.1
2025-01-01,Total,US $ Millions,630607.39
2024-12-01,Foreign Currency Assets,₹ Crores,4686694.05
2024-12-01,Foreign Currency Assets,US $ Millions,547454.07
2024-12-01,Gold,₹ Crores,566289.63
2024-12-01,Gold,US $ Millions,66148.45
2024-12-01,Reserve Tranche Position,₹ Crores,36110.6
2024-12-01,Reserve Tranche Position,US $ Millions,4217.39
2024-12-01,SDRs,SDRs Millions,13704.73
2024-12-01,SDRs,₹ Crores,153081.73
2024-12-01,SDRs,US $ Millions,17881.52
2024-12-01,Total,₹ Crores,5442176.01
2024-12-01,Total,US $ Millions,635701.43
2024-11-01,Foreign Currency Assets,₹ Crores,4815980.03
2024-11-01,Foreign Currency Assets,US $ Millions,569960.06
2024-11-01,Gold,₹ Crores,567919.98
2024-11-01,Gold,US $ Millions,67212.01
2024-11-01,Reserve Tranche Position,₹ Crores,35945.11
2024-11-01,Reserve Tranche Position,US $ Millions,4254.01
2024-11-01,SDRs,SDRs Millions,13704.73
2024-11-01,SDRs,₹ Crores,152151.53
2024-11-01,SDRs,US $ Millions,18006.78
2024-11-01,Total,₹ Crores,5571996.65
2024-11-01,Total,US $ Millions,659432.86
2024-10-01,Foreign Currency Assets,₹ Crores,4959942.75
2024-10-01,Foreign Currency Assets,US $ Millions,589849.33
2024-10-01,Gold,₹ Crores,586520.71
2024-10-01,Gold,US $ Millions,69750.57
2024-10-01,Reserve Tranche Position,₹ Crores,36253.76
2024-10-01,Reserve Tranche Position,US $ Millions,4311.38
2024-10-01,SDRs,SDRs Millions,13702.17
2024-10-01,SDRs,₹ Crores,153197.78
2024-10-01,SDRs,US $ Millions,18218.68
2024-10-01,Total,₹ Crores,5735915.0
2024-10-01,Total,US $ Millions,682129.96
2024-09-01,Foreign Currency Assets,₹ Crores,5171187.19
2024-09-01,Foreign Currency Assets,US $ Millions,617074.99
2024-09-01,Gold,₹ Crores,550991.24
2024-09-01,Gold,US $ Millions,65749.49
2024-09-01,Reserve Tranche Position,₹ Crores,36795.65
2024-09-01,Reserve Tranche Position,US $ Millions,4391.48
2024-09-01,SDRs,SDRs Millions,13702.17
2024-09-01,SDRs,₹ Crores,155588.56
2024-09-01,SDRs,US $ Millions,18566.3
2024-09-01,Total,₹ Crores,5914562.64
2024-09-01,Total,US $ Millions,705782.26
1999-05-01,SDRs,₹ Crores,1.0
2024-08-01,Foreign Currency Assets,₹ Crores,5010752.01
2024-08-01,Foreign Currency Assets,US $ Millions,597414.93
2024-08-01,Gold,₹ Crores,517856.01
2024-08-01,Gold,US $ Millions,61742.21
2024-08-01,Reserve Tranche Position,₹ Crores,38766.27
2024-08-01,Reserve Tranche Position,US $ Millions,4622.14
2024-08-01,SDRs,SDRs Millions,13702.17
2024-08-01,SDRs,₹ Crores,154759.67
2024-08-01,SDRs,US $ Millions,18451.47
2024-08-01,Total,₹ Crores,5722133.96
2024-08-01,Total,US $ Millions,682230.75
2024-07-01,Foreign Currency Assets,₹ Crores,4934405.02
2024-07-01,Foreign Currency Assets,US $ Millions,589315.68
2024-07-01,Gold,₹ Crores,490032.38
2024-07-01,Gold,US $ Millions,58524.54
2024-07-01,Reserve Tranche Position,₹ Crores,38679.15
2024-07-01,Reserve Tranche Position,US $ Millions,4618.74
2024-07-01,SDRs,SDRs Millions,13699.01
2024-07-01,SDRs,₹ Crores,152023.19
2024-07-01,SDRs,US $ Millions,18156.12
2024-07-01,Total,₹ Crores,5615139.74
2024-07-01,Total,US $ Millions,670615.08
2024-06-01,Foreign Currency Assets,₹ Crores,4776849.95
2024-06-01,Foreign Currency Assets,US $ Millions,572881.24
2024-06-01,Gold,₹ Crores,471350.42
2024-06-01,Gold,US $ Millions,56528.43
2024-06-01,Reserve Tranche Position,₹ Crores,38165.4
2024-06-01,Reserve Tranche Position,US $ Millions,4573.26
2024-06-01,SDRs,SDRs Millions,13699.01
2024-06-01,SDRs,₹ Crores,150208.71
2024-06-01,SDRs,US $ Millions,18014.33
1999-05-01,SDRs,US $ Millions,0.0
2024-06-01,Total,₹ Crores,5436574.48
2024-06-01,Total,US $ Millions,651997.26
2024-05-01,Foreign Currency Assets,₹ Crores,4779242.46
2024-05-01,Foreign Currency Assets,US $ Millions,572563.91
2024-05-01,Gold,₹ Crores,471621.32
2024-05-01,Gold,US $ Millions,56501.29
2024-05-01,Reserve Tranche Position,₹ Crores,36039.0
2024-05-01,Reserve Tranche Position,US $ Millions,4326.47
2024-05-01,SDRs,SDRs Millions,13699.01
2024-05-01,SDRs,₹ Crores,151235.16
2024-05-01,SDRs,US $ Millions,18118.31
1998-11-01,Gold,US $ Millions,3041.0
2002-11-01,Gold,US $ Millions,3303.0
1998-11-01,SDRs,₹ Crores,369.0
2024-05-01,Total,₹ Crores,5438137.94
2024-05-01,Total,US $ Millions,651509.98
2024-04-01,Foreign Currency Assets,₹ Crores,4687271.04
2024-04-01,Foreign Currency Assets,US $ Millions,561777.71
2024-04-01,Gold,₹ Crores,466312.62
2024-04-01,Gold,US $ Millions,55888.39
2024-04-01,Reserve Tranche Position,₹ Crores,37462.96
2024-04-01,Reserve Tranche Position,US $ Millions,4485.58
2024-04-01,SDRs,SDRs Millions,13694.24
2024-04-01,SDRs,₹ Crores,150594.36
2024-04-01,SDRs,US $ Millions,18049.0
2024-04-01,Total,₹ Crores,5341640.98
2024-04-01,Total,US $ Millions,640200.68
2024-03-01,Foreign Currency Assets,₹ Crores,4761844.48
2024-03-01,Foreign Currency Assets,US $ Millions,570950.19
2024-03-01,Gold,₹ Crores,439319.18
2024-03-01,Gold,US $ Millions,52674.83
2024-03-01,Reserve Tranche Position,₹ Crores,38868.77
2024-03-01,Reserve Tranche Position,US $ Millions,4661.98
2024-03-01,SDRs,SDRs Millions,13694.24
2024-03-01,SDRs,₹ Crores,151223.44
2024-03-01,SDRs,US $ Millions,18131.85
2024-03-01,Total,₹ Crores,5391255.87
2024-03-01,Total,US $ Millions,646418.85
2024-02-01,Foreign Currency Assets,₹ Crores,4594950.76
2024-02-01,Foreign Currency Assets,US $ Millions,554151.99
2024-02-01,Gold,₹ Crores,398405.96
1998-11-01,SDRs,US $ Millions,87.0
1998-05-01,Gold,US $ Millions,3098.0
2024-02-01,Gold,US $ Millions,48047.84
2024-02-01,Reserve Tranche Position,₹ Crores,39813.13
2024-02-01,Reserve Tranche Position,US $ Millions,4801.12
2024-02-01,SDRs,SDRs Millions,13694.24
2024-02-01,SDRs,₹ Crores,150613.68
2024-02-01,SDRs,US $ Millions,18164.04
2024-02-01,Total,₹ Crores,5183783.53
1998-05-01,SDRs,₹ Crores,16.0
1998-05-01,SDRs,US $ Millions,4.0
1997-11-01,Gold,US $ Millions,3514.0
2024-02-01,Total,US $ Millions,625164.99
2024-01-01,Foreign Currency Assets,₹ Crores,4558399.56
2024-01-01,Foreign Currency Assets,US $ Millions,548938.89
2024-01-01,Gold,₹ Crores,398322.68
2024-01-01,Gold,US $ Millions,47967.45
2024-01-01,Reserve Tranche Position,₹ Crores,40287.17
2024-01-01,Reserve Tranche Position,US $ Millions,4849.17
2024-01-01,SDRs,SDRs Millions,13688.31
2024-01-01,SDRs,₹ Crores,151192.12
2024-01-01,SDRs,US $ Millions,18207.1
2024-01-01,Total,₹ Crores,5148201.53
2024-01-01,Total,US $ Millions,619962.61
2023-12-01,Foreign Currency Assets,₹ Crores,4587022.67
2023-12-01,Foreign Currency Assets,US $ Millions,551239.37
2023-12-01,Gold,₹ Crores,399052.16
2023-12-01,Gold,US $ Millions,47955.56
2023-12-01,Reserve Tranche Position,₹ Crores,40661.89
2023-12-01,Reserve Tranche Position,US $ Millions,4892.16
2023-12-01,SDRs,SDRs Millions,13688.31
2023-12-01,SDRs,₹ Crores,152822.16
2023-12-01,SDRs,US $ Millions,18365.2
2023-12-01,Total,₹ Crores,5179558.88
2023-12-01,Total,US $ Millions,622452.29
1997-11-01,SDRs,US $ Millions,1.0
1997-05-01,Gold,US $ Millions,3954.0
1997-05-01,SDRs,₹ Crores,10.0
1997-05-01,SDRs,US $ Millions,3.0
1996-11-01,Gold,US $ Millions,4347.0
1996-11-01,SDRs,₹ Crores,61.0
1996-11-01,SDRs,US $ Millions,17.0
1996-05-01,Gold,US $ Millions,4509.0
1996-05-01,SDRs,₹ Crores,22.0
1996-05-01,SDRs,US $ Millions,6.0
1995-11-01,Gold,US $ Millions,4429.0
1995-11-01,SDRs,₹ Crores,62.0
1995-11-01,SDRs,US $ Millions,18.0
1995-05-01,Gold,US $ Millions,4414.0
1995-05-01,SDRs,₹ Crores,82.0
1995-05-01,SDRs,US $ Millions,26.0
1994-11-01,Gold,US $ Millions,4083.0
1994-11-01,SDRs,₹ Crores,6.0
1994-11-01,SDRs,US $ Millions,2.0
2002-11-01,Reserve Tranche Position,₹ Crores,3125.0
1994-05-01,Gold,US $ Millions,4043.0
2002-11-01,Reserve Tranche Position,US $ Millions,647.0
2002-11-01,SDRs,₹ Crores,32.0
2002-11-01,SDRs,US $ Millions,7.0
2002-11-01,Total,₹ Crores,326197.0
2002-10-01,SDRs,₹ Crores,48.0
2002-04-01,Gold,US $ Millions,3131.0
2002-04-01,Reserve Tranche Position,₹ Crores,3034.0
2002-04-01,Reserve Tranche Position,US $ Millions,620.0
2001-10-01,Gold,US $ Millions,2937.0
2001-10-01,SDRs,US $ Millions,10.0
2001-10-01,Total,₹ Crores,217092.0
2001-10-01,Total,US $ Millions,45256.0
2001-09-01,Foreign Currency Assets,₹ Crores,200762.0
2001-09-01,Foreign Currency Assets,US $ Millions,41948.0
2001-09-01,Gold,₹ Crores,13998.0
2001-09-01,Gold,US $ Millions,2925.0
2001-09-01,SDRs,₹ Crores,21.0
2001-09-01,SDRs,US $ Millions,4.0
2001-09-01,Total,₹ Crores,214781.0
2001-09-01,Total,US $ Millions,44877.0
2001-08-01,Foreign Currency Assets,₹ Crores,200561.0
2001-08-01,Foreign Currency Assets,US $ Millions,42537.0
2001-08-01,Gold,₹ Crores,13283.0
2001-08-01,Gold,US $ Millions,2817.0
2001-08-01,SDRs,₹ Crores,21.0
2002-11-01,Total,US $ Millions,67578.0
2002-10-01,Foreign Currency Assets,₹ Crores,296389.0
2000-11-01,SDRs,₹ Crores,7.0
2000-05-01,Gold,US $ Millions,2851.0
1994-05-01,SDRs,₹ Crores,138.0
1994-05-01,SDRs,US $ Millions,44.0
1993-11-01,Gold,US $ Millions,3855.0
2002-10-01,Foreign Currency Assets,US $ Millions,61225.0
2002-10-01,Gold,₹ Crores,15869.0
1993-11-01,SDRs,₹ Crores,316.0
1993-11-01,SDRs,US $ Millions,101.0
1993-05-01,Gold,US $ Millions,3754.0
1993-05-01,SDRs,₹ Crores,128.0
1993-05-01,SDRs,US $ Millions,41.0
1992-11-01,Gold,US $ Millions,3402.0
2002-10-01,Gold,US $ Millions,3278.0
1992-11-01,SDRs,₹ Crores,2.0
1992-11-01,SDRs,US $ Millions,1.0
2000-07-01,SDRs,US $ Millions,8.0
2000-05-01,SDRs,US $ Millions,2.0
1999-03-01,SDRs,US $ Millions,8.0
2007-05-01,SDRs,US $ Millions,1.0
1996-08-01,SDRs,₹ Crores,35.0
1996-08-01,SDRs,US $ Millions,10.0
1992-05-01,SDRs,₹ Crores,289.0
1997-11-01,SDRs,₹ Crores,5.0
1992-05-01,SDRs,US $ Millions,112.0
2006-11-01,SDRs,₹ Crores,4.0
2006-11-01,SDRs,US $ Millions,1.0
2005-11-01,SDRs,₹ Crores,21.0
2023-11-01,Foreign Currency Assets,₹ Crores,4448454.43
2023-11-01,Foreign Currency Assets,US $ Millions,533424.27
2023-11-01,Gold,₹ Crores,396926.15
2023-11-01,Gold,US $ Millions,47596.32
2023-11-01,Reserve Tranche Position,₹ Crores,40478.09
2023-11-01,Reserve Tranche Position,US $ Millions,4856.4
2023-11-01,SDRs,SDRs Millions,13688.31
2023-11-01,SDRs,₹ Crores,152567.37
2023-11-01,SDRs,US $ Millions,18294.7
2023-11-01,Total,₹ Crores,5038426.04
2023-11-01,Total,US $ Millions,604171.69
2023-10-01,Foreign Currency Assets,₹ Crores,4323443.92
2023-10-01,Foreign Currency Assets,US $ Millions,519280.83
2023-10-01,Gold,₹ Crores,386724.94
2023-10-01,Gold,US $ Millions,46448.82
2023-10-01,Reserve Tranche Position,₹ Crores,39858.03
2023-10-01,Reserve Tranche Position,US $ Millions,4786.65
2023-10-01,SDRs,SDRs Millions,13680.81
2023-10-01,SDRs,₹ Crores,149408.02
2023-10-01,SDRs,US $ Millions,17945.12
2023-10-01,Total,₹ Crores,4899434.91
2023-10-01,Total,US $ Millions,588461.42
2023-09-01,Foreign Currency Assets,₹ Crores,4329405.11
2023-09-01,Foreign Currency Assets,US $ Millions,521366.33
2023-09-01,Gold,₹ Crores,359909.7
2023-09-01,Gold,US $ Millions,43341.94
2023-09-01,Reserve Tranche Position,₹ Crores,41658.08
2023-09-01,Reserve Tranche Position,US $ Millions,5015.54
2023-09-01,SDRs,SDRs Millions,13680.81
2023-09-01,SDRs,₹ Crores,149388.16
2023-09-01,SDRs,US $ Millions,17989.99
2023-09-01,Total,₹ Crores,4880361.05
2023-09-01,Total,US $ Millions,587713.8
2023-08-01,Foreign Currency Assets,₹ Crores,4386587.45
2023-08-01,Foreign Currency Assets,US $ Millions,529911.02
2023-08-01,Gold,₹ Crores,373005.3
2023-08-01,Gold,US $ Millions,45060.0
2023-08-01,Reserve Tranche Position,₹ Crores,41939.46
2023-08-01,Reserve Tranche Position,US $ Millions,5072.6
2023-08-01,SDRs,SDRs Millions,13680.81
2023-08-01,SDRs,₹ Crores,150637.45
2023-08-01,SDRs,US $ Millions,18197.39
2023-08-01,Total,₹ Crores,4952169.66
2023-08-01,Total,US $ Millions,598241.01
2023-07-01,Foreign Currency Assets,₹ Crores,4417852.94
2023-07-01,Foreign Currency Assets,US $ Millions,537152.4
2023-07-01,Gold,₹ Crores,371006.54
2023-07-01,Gold,US $ Millions,45109.48
2023-07-01,Reserve Tranche Position,₹ Crores,42639.59
2023-07-01,Reserve Tranche Position,US $ Millions,5184.27
2023-07-01,SDRs,SDRs Millions,13673.57
2023-07-01,SDRs,₹ Crores,151038.57
2023-07-01,SDRs,US $ Millions,18364.29
2023-07-01,Total,₹ Crores,4982537.64
2023-07-01,Total,US $ Millions,605810.44
2023-06-01,Foreign Currency Assets,₹ Crores,4331356.72
2023-06-01,Foreign Currency Assets,US $ Millions,527978.59
2023-06-01,Gold,₹ Crores,359585.15
2023-06-01,Gold,US $ Millions,43832.28
2023-06-01,Reserve Tranche Position,₹ Crores,41034.58
2023-06-01,Reserve Tranche Position,US $ Millions,5001.61
2023-06-01,SDRs,SDRs Millions,13673.57
2023-06-01,SDRs,₹ Crores,149625.73
2023-06-01,SDRs,US $ Millions,18238.9
2023-06-01,Total,₹ Crores,4881602.18
2023-06-01,Total,US $ Millions,595051.38
2023-05-01,Foreign Currency Assets,₹ Crores,4321718.21
2023-05-01,Foreign Currency Assets,US $ Millions,522422.38
2023-05-01,Gold,₹ Crores,372252.87
2023-05-01,Gold,US $ Millions,44999.05
2023-05-01,Reserve Tranche Position,₹ Crores,42142.17
2023-05-01,Reserve Tranche Position,US $ Millions,5097.19
2023-05-01,SDRs,SDRs Millions,13673.57
2023-05-01,SDRs,₹ Crores,150541.23
2023-05-01,SDRs,US $ Millions,18197.88
2023-05-01,Total,₹ Crores,4886654.48
2023-05-01,Total,US $ Millions,590716.5
2023-04-01,Foreign Currency Assets,₹ Crores,4263209.06
2023-04-01,Foreign Currency Assets,US $ Millions,520929.52
2023-04-01,Gold,₹ Crores,373064.49
2023-04-01,Gold,US $ Millions,45585.45
2023-04-01,Reserve Tranche Position,₹ Crores,42300.21
2023-04-01,Reserve Tranche Position,US $ Millions,5172.26
2023-04-01,SDRs,SDRs Millions,13667.33
2023-04-01,SDRs,₹ Crores,150664.92
2023-04-01,SDRs,US $ Millions,18410.03
2023-04-01,Total,₹ Crores,4829238.68
2023-04-01,Total,US $ Millions,590097.26
2023-03-01,Foreign Currency Assets,₹ Crores,4189132.39
2023-03-01,Foreign Currency Assets,US $ Millions,509691.3
2023-03-01,Gold,₹ Crores,371499.55
2023-03-01,Gold,US $ Millions,45200.31
2023-03-01,Reserve Tranche Position,₹ Crores,42468.49
2023-03-01,Reserve Tranche Position,US $ Millions,5165.42
2023-03-01,SDRs,SDRs Millions,13667.33
2023-03-01,SDRs,₹ Crores,151164.1
2023-03-01,SDRs,US $ Millions,18392.12
2023-03-01,Total,₹ Crores,4754264.53
2023-03-01,Total,US $ Millions,578449.15
2023-02-01,Foreign Currency Assets,₹ Crores,4115593.58
2023-02-01,Foreign Currency Assets,US $ Millions,497862.9
2023-02-01,Gold,₹ Crores,344143.1
2023-02-01,Gold,US $ Millions,41630.95
2023-02-01,Reserve Tranche Position,₹ Crores,42186.59
2023-02-01,Reserve Tranche Position,US $ Millions,5102.3
2023-02-01,SDRs,SDRs Millions,13667.33
2023-02-01,SDRs,₹ Crores,149845.89
2023-02-01,SDRs,US $ Millions,18126.84
2023-02-01,Total,₹ Crores,4651769.16
2023-02-01,Total,US $ Millions,562722.99
2023-01-01,Foreign Currency Assets,₹ Crores,4153269.91
2023-01-01,Foreign Currency Assets,US $ Millions,506885.78
2023-01-01,Gold,₹ Crores,359186.41
2023-01-01,Gold,US $ Millions,43836.9
2023-01-01,Reserve Tranche Position,₹ Crores,42726.6
2023-01-01,Reserve Tranche Position,US $ Millions,5227.22
2023-01-01,SDRs,SDRs Millions,13661.71
2023-01-01,SDRs,₹ Crores,151309.21
2023-01-01,SDRs,US $ Millions,18466.53
2023-01-01,Total,₹ Crores,4706492.13
2023-01-01,Total,US $ Millions,574416.43
2022-12-01,Foreign Currency Assets,₹ Crores,4119695.29
2022-12-01,Foreign Currency Assets,US $ Millions,498022.3
2022-12-01,Gold,₹ Crores,341562.81
2022-12-01,Gold,US $ Millions,41290.89
2022-12-01,Reserve Tranche Position,₹ Crores,42708.39
2022-12-01,Reserve Tranche Position,US $ Millions,5158.88
2022-12-01,SDRs,SDRs Millions,13661.71
2022-12-01,SDRs,₹ Crores,150953.52
2022-12-01,SDRs,US $ Millions,18248.49
2022-12-01,Total,₹ Crores,4654920.01
2022-12-01,Total,US $ Millions,562720.56
2022-11-01,Foreign Currency Assets,₹ Crores,3992731.37
2022-11-01,Foreign Currency Assets,US $ Millions,490281.67
2022-11-01,Gold,₹ Crores,324748.17
2022-11-01,Gold,US $ Millions,39876.98
2022-11-01,Reserve Tranche Position,₹ Crores,41256.22
2022-11-01,Reserve Tranche Position,US $ Millions,5056.1
2022-11-01,SDRs,SDRs Millions,13661.71
2022-11-01,SDRs,₹ Crores,146220.22
2022-11-01,SDRs,US $ Millions,17954.9
2022-11-01,Total,₹ Crores,4504955.98
2022-11-01,Total,US $ Millions,553169.65
2022-10-01,Foreign Currency Assets,₹ Crores,3924578.7
2022-10-01,Foreign Currency Assets,US $ Millions,474130.68
2022-10-01,Gold,₹ Crores,310370.23
2022-10-01,Gold,US $ Millions,37496.01
2022-10-01,Reserve Tranche Position,₹ Crores,39866.26
2022-10-01,Reserve Tranche Position,US $ Millions,4838.53
2022-10-01,SDRs,SDRs Millions,13658.43
2022-10-01,SDRs,₹ Crores,145325.17
2022-10-01,SDRs,US $ Millions,17556.82
2022-10-01,Total,₹ Crores,4420140.36
2022-10-01,Total,US $ Millions,534022.04
2022-09-01,Foreign Currency Assets,₹ Crores,3846882.38
2022-09-01,Foreign Currency Assets,US $ Millions,472806.62
2022-09-01,Gold,₹ Crores,305963.66
2022-09-01,Gold,US $ Millions,37604.91
2022-09-01,Reserve Tranche Position,₹ Crores,39354.39
2022-09-01,Reserve Tranche Position,US $ Millions,4825.67
2022-09-01,SDRs,SDRs Millions,13658.43
2022-09-01,SDRs,₹ Crores,141786.87
2022-09-01,SDRs,US $ Millions,17426.52
2022-09-01,Total,₹ Crores,4333987.3
2022-09-01,Total,US $ Millions,532663.72
2022-08-01,Foreign Currency Assets,₹ Crores,3957588.13
2022-08-01,Foreign Currency Assets,US $ Millions,498086.76
2022-08-01,Gold,₹ Crores,314573.18
2022-08-01,Gold,US $ Millions,39590.97
2022-08-01,Reserve Tranche Position,₹ Crores,39201.24
2022-08-01,Reserve Tranche Position,US $ Millions,4917.4
2022-08-01,SDRs,SDRs Millions,13658.43
2022-08-01,SDRs,₹ Crores,141291.96
2022-08-01,SDRs,US $ Millions,17782.46
2022-08-01,Total,₹ Crores,4452654.51
2022-08-01,Total,US $ Millions,560377.59
2022-07-01,Foreign Currency Assets,₹ Crores,4055442.91
