amfi_code,scheme_name,amc_name,category,period_end,filing_date,average_aum_lakhs
148965,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,27361.39
148964,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular IDCW,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,390.89
119648,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,97044.57
101314,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,27865.17
119649,Aditya Birla Sun Life Nifty 50 Index Fund -DIRECT - IDCW,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,338.67
101313,Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,949.86
147735,Aditya Birla Sun Life Nifty Bank ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2026-03-31,2026-04-15,278454.2
149262,Aditya Birla Sun Life Nifty Healthcare ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2026-03-31,2026-04-15,5847.42
149293,Aditya Birla Sun Life Nifty IT ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2026-03-31,2026-04-15,19010.22
152798,Aditya Birla Sun Life Nifty India Defence Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,31823.45
152799,Aditya Birla Sun Life Nifty India Defence Index Fund-Direct IDCW Payout,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,376.31
152801,Aditya Birla Sun Life Nifty India Defence Index Fund-Regular IDCW Payout,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,498.31
152800,Aditya Birla Sun Life Nifty India Defence Index Fund-Regular-Growth,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,53315.62
148809,Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Direct - Payout of IDCW,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,247.96
148806,Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular - Payout of IDCW,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,297.32
148807,Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,30304.36
148805,Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,10521.78
149838,Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,13992.1
149839,Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct IDCW,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,39.5
149837,Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,8981.82
149836,Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular IDCW,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,65.71
152620,Aditya Birla Sun Life Nifty PSE ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2026-03-31,2026-04-15,2681.38
149794,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,306014.4
149793,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct IDCW Payout,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,8.91
149792,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,36054.66
149791,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular-IDCW Payout,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,89.03
149199,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,655033.45
149200,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct IDCW,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,963.18
149198,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,164204.33
149201,Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular IDCW,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,236.25
151562,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,3373.55
151563,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct IDCW,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,0.78
151560,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,652.97
151561,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular IDCW,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,8.88
148814,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct - Payout of IDCW,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,168.16
148815,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct Growth,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,18238.61
148812,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular - Payout of IDCW,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,207.87
148811,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular Growth,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,2026-03-31,2026-04-15,6283.34
149779,Aditya Birla Sun Life Silver ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2026-03-31,2026-04-15,341991.28
145881,Aditya Birla Sunlife Nifty Next 50 ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,2026-03-31,2026-04-15,9784.63
153826,ANGEL ONE GOLD ETF,Angel One Mutual Fund,Other Scheme - Gold ETF,2026-03-31,2026-04-15,7596.71
153451,ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH,Angel One Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,15364.39
153531,ANGEL ONE NIFTY 50 ETF,Angel One Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,1662.05
153529,ANGEL ONE NIFTY 50 INDEX FUND-DIRECT-GROWTH,Angel One Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,583.79
153530,ANGEL ONE NIFTY 50 INDEX FUND-REGULAR-GROWTH,Angel One Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,2532.33
153332,ANGEL ONE NIFTY TOTAL MARKET ETF,Angel One Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,4236.26
153330,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND DIRECT PLAN GROWTH OPTION,Angel One Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,1749.35
153331,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND REGULAR PLAN GROWTH OPTION,Angel One Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,3680.4
153957,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 ETF,Angel One Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,614.36
153956,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - DIRECT GROWTH,Angel One Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,479.14
153955,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - REGULAR GROWTH,Angel One Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,2723.36
154205,ANGEL ONE SILVER ETF,Angel One Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,708.59
151436,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN- IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,0.78
151435,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN-GROWTH,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,2926.59
151433,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-GROWTH,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,615.99
151434,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,2.8
154171,Axis BSE India Sectors Leaders Index Fund- Direct Plan- Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,540.32
154170,Axis BSE India Sectors Leaders Index Fund- Regular Plan- Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,1440.59
151585,Axis BSE Sensex ETF,Axis Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,13212.09
152422,Axis BSE Sensex Index Fund - Direct Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,3238.18
152424,Axis BSE Sensex Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,23.36
152421,Axis BSE Sensex Index Fund - Regular Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,1770.93
152423,Axis BSE Sensex Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,34.9
151300,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,3555.99
151299,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,0.47
151297,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,3190.94
151298,Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,5.76
152515,Axis CRISIL IBX SDL June 2034 Debt Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,255.61
152514,Axis CRISIL IBX SDL June 2034 Debt Index Fund - Direct Plan - IDCW Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,0.49
152516,Axis CRISIL IBX SDL June 2034 Debt Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,48.65
152513,Axis CRISIL IBX SDL June 2034 Debt Index Fund - Regular Plan - IDCW Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,4.43
149873,Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,168840.31
149874,Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,40.79
149872,Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,31104.15
149875,Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,13.95
153051,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,2051.33
153052,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - IDCW Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,2.07
153050,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,122.58
153053,Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - IDCW Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,11.24
152887,Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,136868.71
152888,Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - IDCW Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,9.68
152886,Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,37200.99
152885,Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - IDCW Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,21.47
153172,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - Growth option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,4725.95
153173,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - IDCW option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,0.44
153174,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,848.87
153175,Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - IDCW option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,3.08
153879,Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,26769.92
153882,Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - IDCW option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,1.91
153880,Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,207.77
153881,Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - IDCW option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,6.76
113434,Axis Gold ETF,Axis Mutual Fund,Other Scheme - Gold ETF,2026-03-31,2026-04-15,499646.36
148799,Axis IT ETF,Axis Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,17438.0
148559,Axis NIFTY Bank ETF,Axis Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,40055.67
148934,Axis NIFTY Healthcare ETF,Axis Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,2034.64
149156,Axis NIFTY India Consumption ETF,Axis Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,1314.92
147666,Axis Nifty 100 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,136239.59
147668,Axis Nifty 100 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,1029.1
147665,Axis Nifty 100 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,58002.58
147667,Axis Nifty 100 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,597.31
141545,Axis Nifty 50 ETF,Axis Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,121510.54
149373,Axis Nifty 50 Index Fund - Direct Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,64026.96
149374,Axis Nifty 50 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,424.9
149371,Axis Nifty 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,18900.1
149372,Axis Nifty 50 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,284.66
152731,Axis Nifty 500 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,19002.42
152730,Axis Nifty 500 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,10951.71
148926,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,Axis Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,103810.31
152629,Axis Nifty Bank Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,8354.08
152631,Axis Nifty Bank Index Fund - Direct Plan - IDCW Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,43.76
152632,Axis Nifty Bank Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,6309.31
152630,Axis Nifty Bank Index Fund - Regular Plan - IDCW Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,125.56
151785,Axis Nifty IT Index Fund - Direct Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,7939.12
151786,Axis Nifty IT Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,83.23
151787,Axis Nifty IT Index Fund - Regular Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,4666.42
151784,Axis Nifty IT Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,70.47
149936,Axis Nifty Midcap 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,48562.74
149935,Axis Nifty Midcap 50 Index Fund - Direct Plan - IDCW Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,408.75
149938,Axis Nifty Midcap 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,9963.71
149937,Axis Nifty Midcap 50 Index Fund - Regular Plan - IDCW Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,369.37
149466,Axis Nifty Next 50 Index Fund - Direct Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,34819.99
149469,Axis Nifty Next 50 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,281.04
149467,Axis Nifty Next 50 Index Fund - Regular Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,7075.13
149468,Axis Nifty Next 50 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,116.05
150854,Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,5332.93
150852,Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,0.99
150853,Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan -  IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,7.16
150851,Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan - Growth,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,1485.35
149894,Axis Nifty Smallcap 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,43106.54
149895,Axis Nifty Smallcap 50 Index Fund - Direct Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,497.7
149896,Axis Nifty Smallcap 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,9441.28
149897,Axis Nifty Smallcap 50 Index Fund - Regular Plan - IDCW,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,250.34
153244,Axis Nifty500 Momentum 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,8203.79
153245,Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,4209.97
153829,Axis Nifty500 Quality 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,3863.48
153830,Axis Nifty500 Quality 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,3273.95
153414,Axis Nifty500 Value 50 ETF,Axis Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,2383.81
152949,Axis Nifty500 Value 50 Index Fund - Direct Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,8482.56
152950,Axis Nifty500 Value 50 Index Fund - Regular Plan - Growth Option,Axis Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,4891.14
150610,Axis Silver ETF,Axis Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,200354.39
152638,Bajaj Finserv Nifty 1D Rate Liquid ETF,Bajaj Finserv Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,58394.64
152356,Bajaj Finserv Nifty 50 ETF,Bajaj Finserv Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,18696.4
153506,Bajaj Finserv Nifty 50 Index Fund - Direct - Growth,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,2705.39
153505,Bajaj Finserv Nifty 50 Index Fund - Direct - IDCW,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,4.91
153508,Bajaj Finserv Nifty 50 Index Fund - Regular - Growth,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,866.15
153507,Bajaj Finserv Nifty 50 Index Fund - Regular - IDCW,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,16.75
152357,Bajaj Finserv Nifty Bank ETF,Bajaj Finserv Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,41035.58
153479,Bajaj Finserv Nifty Next 50 Index Fund - Direct - Growth,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,1315.14
153478,Bajaj Finserv Nifty Next 50 Index Fund - Direct - IDCW,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,5.48
153480,Bajaj Finserv Nifty Next 50 Index Fund - Regular - Growth,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,885.18
153481,Bajaj Finserv Nifty Next 50 Index Fund - Regular - IDCW,Bajaj Finserv Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,12.72
139840,BANDHAN BSE Sensex ETF,Bandhan Mutual Fund,Other Scheme - Other  ETFs,2026-03-31,2026-04-15,122.97
150868,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH,Bandhan Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,5096.87
150867,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT IDCW,Bandhan Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,0.58
150869,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR GROWTH,Bandhan Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,4615.66
150870,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR IDCW,Bandhan Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,38.54
150888,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH,Bandhan Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,9935.04
150871,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,Bandhan Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,25438.92
150872,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT IDCW,Bandhan Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,1.69
150873,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR GROWTH,Bandhan Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,16634.29
150874,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR IDCW,Bandhan Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,672.39
150889,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - DIRECT IDCW,Bandhan Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,6.2
150890,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR GROWTH,Bandhan Mutual Fund,Other Scheme - Index Funds,2026-03-31,2026-04-15,5106.01
